LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
PRT,INFRAINVEST,ROAD,EUR,A,1998,905000000,
PRT,INFRAINVEST,ROAD,EUR,A,1999,552000000,
PRT,INFRAINVEST,ROAD,EUR,A,2000,961000000,
PRT,INFRAINVEST,ROAD,EUR,A,2001,1685000000,
PRT,INFRAINVEST,ROAD,EUR,A,2002,1620000000,
PRT,INFRAINVEST,ROAD,EUR,A,2003,1537000000,
PRT,INFRAINVEST,ROAD,EUR,A,2004,1933000000,
PRT,INFRAINVEST,ROAD,EUR,A,2005,2112000000,
PRT,INFRAINVEST,ROAD,EUR,A,2006,1940000000,
PRT,INFRAINVEST,ROAD,EUR,A,2007,1453000000,
PRT,INFRAINVEST,ROAD,EUR,A,2008,1366000000,
PRT,INFRAINVEST,ROAD,EUR,A,2009,951000000,B
PRT,INFRAINVEST,ROAD,EUR,A,2010,1511000000,
PRT,INFRAINVEST,ROAD,EUR,A,2012,274000000,P
PRT,INFRAINVEST,ROAD,EUR,A,2013,211000000,P
SVK,INFRAINVEST,ROAD,EUR,A,1994,40621423.59,
SVK,INFRAINVEST,ROAD,EUR,A,1995,53000000,
SVK,INFRAINVEST,ROAD,EUR,A,1996,79000000,
SVK,INFRAINVEST,ROAD,EUR,A,1997,315000000,
SVK,INFRAINVEST,ROAD,EUR,A,1998,300000000,
SVK,INFRAINVEST,ROAD,EUR,A,1999,204000000,
SVK,INFRAINVEST,ROAD,EUR,A,2000,227000000,
SVK,INFRAINVEST,ROAD,EUR,A,2001,201000000,
SVK,INFRAINVEST,ROAD,EUR,A,2002,260000000,
SVK,INFRAINVEST,ROAD,EUR,A,2003,210000000,
SVK,INFRAINVEST,ROAD,EUR,A,2004,240000000,
SVK,INFRAINVEST,ROAD,EUR,A,2005,360000000,
SVK,INFRAINVEST,ROAD,EUR,A,2006,411000000,
SVK,INFRAINVEST,ROAD,EUR,A,2007,520000000,
SVK,INFRAINVEST,ROAD,EUR,A,2008,567000000,
SVK,INFRAINVEST,ROAD,EUR,A,2009,662000000,
SVK,INFRAINVEST,ROAD,EUR,A,2010,342000000,
SVK,INFRAINVEST,ROAD,EUR,A,2011,432000000,
SVK,INFRAINVEST,ROAD,EUR,A,2012,311000000,
SVK,INFRAINVEST,ROAD,EUR,A,2013,360000000,
ESP,INFRAINVEST,ROAD,EUR,A,1994,4724000000,
ESP,INFRAINVEST,ROAD,EUR,A,1995,4263000000,
ESP,INFRAINVEST,ROAD,EUR,A,1996,4010000000,
ESP,INFRAINVEST,ROAD,EUR,A,1997,3977000000,
ESP,INFRAINVEST,ROAD,EUR,A,1998,4787000000,
ESP,INFRAINVEST,ROAD,EUR,A,1999,4328000000,
ESP,INFRAINVEST,ROAD,EUR,A,2000,4792000000,
ESP,INFRAINVEST,ROAD,EUR,A,2001,5558000000,
ESP,INFRAINVEST,ROAD,EUR,A,2002,6874000000,
ESP,INFRAINVEST,ROAD,EUR,A,2003,7321000000,
ESP,INFRAINVEST,ROAD,EUR,A,2004,7244000000,
ESP,INFRAINVEST,ROAD,EUR,A,2005,8580000000,
ESP,INFRAINVEST,ROAD,EUR,A,2006,8411000000,B
ESP,INFRAINVEST,ROAD,EUR,A,2007,8077000000,
ESP,INFRAINVEST,ROAD,EUR,A,2008,8522000000,
ESP,INFRAINVEST,ROAD,EUR,A,2009,9422000000,
ESP,INFRAINVEST,ROAD,EUR,A,2010,7851000000,
ESP,INFRAINVEST,ROAD,EUR,A,2011,5966000000,
ESP,INFRAINVEST,ROAD,EUR,A,2012,5316000000,
ESP,INFRAINVEST,ROAD,EUR,A,2013,4646000000,
SWE,INFRAINVEST,ROAD,EUR,A,1995,911535618.2,E
SWE,INFRAINVEST,ROAD,EUR,A,1996,1013551599,
SWE,INFRAINVEST,ROAD,EUR,A,1997,890100748.7,
SWE,INFRAINVEST,ROAD,EUR,A,1998,1047089858,
SWE,INFRAINVEST,ROAD,EUR,A,1999,926199178.2,
SWE,INFRAINVEST,ROAD,EUR,A,2000,912040161.5,
SWE,INFRAINVEST,ROAD,EUR,A,2001,1007379237,
SWE,INFRAINVEST,ROAD,EUR,A,2002,1295665466,
SWE,INFRAINVEST,ROAD,EUR,A,2003,1399105695,
SWE,INFRAINVEST,ROAD,EUR,A,2004,1443068493,
SWE,INFRAINVEST,ROAD,EUR,A,2005,1297938600,
SWE,INFRAINVEST,ROAD,EUR,A,2006,1407281727,
SWE,INFRAINVEST,ROAD,EUR,A,2007,1422704035,
SWE,INFRAINVEST,ROAD,EUR,A,2008,1604051202,
SWE,INFRAINVEST,ROAD,EUR,A,2009,1573673852,
SWE,INFRAINVEST,ROAD,EUR,A,2010,1666090563,
SWE,INFRAINVEST,ROAD,EUR,A,2011,1911693030,
SWE,INFRAINVEST,ROAD,EUR,A,2012,2212089540,
SWE,INFRAINVEST,ROAD,EUR,A,2013,2013062829,
CHE,INFRAINVEST,ROAD,EUR,A,1994,2462999507,
CHE,INFRAINVEST,ROAD,EUR,A,1995,2520219994,
CHE,INFRAINVEST,ROAD,EUR,A,1996,2418696595,
CHE,INFRAINVEST,ROAD,EUR,A,1997,2335948428,
CHE,INFRAINVEST,ROAD,EUR,A,1998,2297638863,
CHE,INFRAINVEST,ROAD,EUR,A,1999,2603099225,
CHE,INFRAINVEST,ROAD,EUR,A,2000,2716184118,
CHE,INFRAINVEST,ROAD,EUR,A,2001,2765492585,
CHE,INFRAINVEST,ROAD,EUR,A,2002,2846919302,
CHE,INFRAINVEST,ROAD,EUR,A,2003,2734924706,
CHE,INFRAINVEST,ROAD,EUR,A,2004,2729097856,
CHE,INFRAINVEST,ROAD,EUR,A,2005,2766259769,
CHE,INFRAINVEST,ROAD,EUR,A,2006,2710571483,
CHE,INFRAINVEST,ROAD,EUR,A,2007,2674255798,
CHE,INFRAINVEST,ROAD,EUR,A,2008,2840400731,
CHE,INFRAINVEST,ROAD,EUR,A,2009,2996887211,
CHE,INFRAINVEST,ROAD,EUR,A,2010,3418463319,
CHE,INFRAINVEST,ROAD,EUR,A,2011,3822528363,
CHE,INFRAINVEST,ROAD,EUR,A,2012,3880361736,
CHE,INFRAINVEST,ROAD,EUR,A,2013,3731416037,
TUR,INFRAINVEST,ROAD,EUR,A,1995,684474123.5,
TUR,INFRAINVEST,ROAD,EUR,A,1996,939922480.6,
TUR,INFRAINVEST,ROAD,EUR,A,1997,1218658892,
TUR,INFRAINVEST,ROAD,EUR,A,1998,1020477816,
TUR,INFRAINVEST,ROAD,EUR,A,1999,851063829.8,
TUR,INFRAINVEST,ROAD,EUR,A,2000,1001913376,
TUR,INFRAINVEST,ROAD,EUR,A,2001,1399274047,
TUR,INFRAINVEST,ROAD,EUR,A,2002,976187160.6,
TUR,INFRAINVEST,ROAD,EUR,A,2003,998258702.3,
TUR,INFRAINVEST,ROAD,EUR,A,2004,1278476135,
TUR,INFRAINVEST,ROAD,EUR,A,2005,1818022038,
TUR,INFRAINVEST,ROAD,EUR,A,2006,2297411523,
TUR,INFRAINVEST,ROAD,EUR,A,2007,2239433028,
TUR,INFRAINVEST,ROAD,EUR,A,2008,3350446229,
TUR,INFRAINVEST,ROAD,EUR,A,2009,3454946184,
TUR,INFRAINVEST,ROAD,EUR,A,2010,5135425892,
TUR,INFRAINVEST,ROAD,EUR,A,2011,5204576502,
TUR,INFRAINVEST,ROAD,EUR,A,2012,4801868654,
TUR,INFRAINVEST,ROAD,EUR,A,2013,6226071069,
GBR,INFRAINVEST,ROAD,EUR,A,1994,6138473440,
GBR,INFRAINVEST,ROAD,EUR,A,1995,5223160434,
GBR,INFRAINVEST,ROAD,EUR,A,1996,4864200565,
GBR,INFRAINVEST,ROAD,EUR,A,1997,5079410915,
GBR,INFRAINVEST,ROAD,EUR,A,1998,4784087548,
GBR,INFRAINVEST,ROAD,EUR,A,1999,4754247573,
GBR,INFRAINVEST,ROAD,EUR,A,2000,5563576702,
GBR,INFRAINVEST,ROAD,EUR,A,2001,5930213861,
GBR,INFRAINVEST,ROAD,EUR,A,2002,6246819338,
GBR,INFRAINVEST,ROAD,EUR,A,2003,5195837549,
GBR,INFRAINVEST,ROAD,EUR,A,2004,4949896846,
GBR,INFRAINVEST,ROAD,EUR,A,2005,5630940196,
GBR,INFRAINVEST,ROAD,EUR,A,2006,6340569082,
GBR,INFRAINVEST,ROAD,EUR,A,2007,6199078294,
GBR,INFRAINVEST,ROAD,EUR,A,2008,6036456999,
GBR,INFRAINVEST,ROAD,EUR,A,2009,6566620651,
GBR,INFRAINVEST,ROAD,EUR,A,2010,6482927057,
GBR,INFRAINVEST,ROAD,EUR,A,2011,5564989629,
GBR,INFRAINVEST,ROAD,EUR,A,2012,5557509555,
GBR,INFRAINVEST,ROAD,EUR,A,2013,6029949364,
USA,INFRAINVEST,ROAD,EUR,A,1994,32839713925,
USA,INFRAINVEST,ROAD,EUR,A,1995,30327906443,
USA,INFRAINVEST,ROAD,EUR,A,1996,32529342261,
USA,INFRAINVEST,ROAD,EUR,A,1997,40427576479,
USA,INFRAINVEST,ROAD,EUR,A,1998,42803212851,
USA,INFRAINVEST,ROAD,EUR,A,1999,49184476940,
USA,INFRAINVEST,ROAD,EUR,A,2000,61240259740,
USA,INFRAINVEST,ROAD,EUR,A,2001,69359088879,
USA,INFRAINVEST,ROAD,EUR,A,2002,63748544820,
USA,INFRAINVEST,ROAD,EUR,A,2003,53088690424,
USA,INFRAINVEST,ROAD,EUR,A,2004,48982546449,B
USA,INFRAINVEST,ROAD,EUR,A,2005,52859897172,
USA,INFRAINVEST,ROAD,EUR,A,2006,58533089114,
USA,INFRAINVEST,ROAD,EUR,A,2007,56252736028,
USA,INFRAINVEST,ROAD,EUR,A,2008,55215558276,
USA,INFRAINVEST,ROAD,EUR,A,2009,59355486973,
USA,INFRAINVEST,ROAD,EUR,A,2010,62104311125,
USA,INFRAINVEST,ROAD,EUR,A,2011,59423726378,
USA,INFRAINVEST,ROAD,EUR,A,2012,64639079029,
USA,INFRAINVEST,ROAD,EUR,A,2013,61285950911,
ALB,INFRAINVEST,ROAD,EUR,A,1996,15428479.65,
ALB,INFRAINVEST,ROAD,EUR,A,1997,13599960.6,
ALB,INFRAINVEST,ROAD,EUR,A,1998,27745479.57,
ALB,INFRAINVEST,ROAD,EUR,A,1999,72660908.05,
ALB,INFRAINVEST,ROAD,EUR,A,2000,108369011.3,
ALB,INFRAINVEST,ROAD,EUR,A,2001,107588412.6,
ALB,INFRAINVEST,ROAD,EUR,A,2002,64518813.26,
ALB,INFRAINVEST,ROAD,EUR,A,2003,60797437.17,
ALB,INFRAINVEST,ROAD,EUR,A,2004,91107303.55,
ALB,INFRAINVEST,ROAD,EUR,A,2005,68148186.3,
ALB,INFRAINVEST,ROAD,EUR,A,2006,175233474,
ALB,INFRAINVEST,ROAD,EUR,A,2007,253263291.8,
ALB,INFRAINVEST,ROAD,EUR,A,2008,499569448.9,
ALB,INFRAINVEST,ROAD,EUR,A,2009,486936838,
ALB,INFRAINVEST,ROAD,EUR,A,2010,241902743.6,
ALB,INFRAINVEST,ROAD,EUR,A,2011,210194497.3,
ALB,INFRAINVEST,ROAD,EUR,A,2012,180818729.6,
ALB,INFRAINVEST,ROAD,EUR,A,2013,234161674.4,
AZE,INFRAINVEST,ROAD,EUR,A,1999,1138822.458,
AZE,INFRAINVEST,ROAD,EUR,A,2000,30262680.06,
AZE,INFRAINVEST,ROAD,EUR,A,2001,47967382.18,
AZE,INFRAINVEST,ROAD,EUR,A,2002,46835856.66,
AZE,INFRAINVEST,ROAD,EUR,A,2003,34218820.35,
AZE,INFRAINVEST,ROAD,EUR,A,2004,48305223.51,
AZE,INFRAINVEST,ROAD,EUR,A,2005,82287071.6,
AZE,INFRAINVEST,ROAD,EUR,A,2006,260412021.8,
AZE,INFRAINVEST,ROAD,EUR,A,2007,374213301.6,
AZE,INFRAINVEST,ROAD,EUR,A,2008,1327492147,
AZE,INFRAINVEST,ROAD,EUR,A,2009,1271996427,
AZE,INFRAINVEST,ROAD,EUR,A,2010,1545539906,
AZE,INFRAINVEST,ROAD,EUR,A,2011,1561845818,
AZE,INFRAINVEST,ROAD,EUR,A,2012,1484158416,
AZE,INFRAINVEST,ROAD,EUR,A,2013,1913627639,
BGR,INFRAINVEST,ROAD,EUR,A,2005,272011453.1,
BGR,INFRAINVEST,ROAD,EUR,A,2006,166172410.3,
BGR,INFRAINVEST,ROAD,EUR,A,2007,133960527.7,
BGR,INFRAINVEST,ROAD,EUR,A,2008,168728908.9,
BGR,INFRAINVEST,ROAD,EUR,A,2009,101237345.3,
BGR,INFRAINVEST,ROAD,EUR,A,2010,281214848.1,
BGR,INFRAINVEST,ROAD,EUR,A,2011,344104714.2,
BGR,INFRAINVEST,ROAD,EUR,A,2012,387565190.7,
BGR,INFRAINVEST,ROAD,EUR,A,2013,359443705.9,
HRV,INFRAINVEST,ROAD,EUR,A,1995,70802674.12,
HRV,INFRAINVEST,ROAD,EUR,A,1996,135115544.1,
HRV,INFRAINVEST,ROAD,EUR,A,1997,184540439.9,
HRV,INFRAINVEST,ROAD,EUR,A,1998,341318962,
HRV,INFRAINVEST,ROAD,EUR,A,1999,340036418.3,
HRV,INFRAINVEST,ROAD,EUR,A,2000,304310852.4,
HRV,INFRAINVEST,ROAD,EUR,A,2001,304674345.9,
HRV,INFRAINVEST,ROAD,EUR,A,2002,615691776.4,
HRV,INFRAINVEST,ROAD,EUR,A,2003,1047333448,
HRV,INFRAINVEST,ROAD,EUR,A,2004,876453643.4,
HRV,INFRAINVEST,ROAD,EUR,A,2005,750192512.9,
HRV,INFRAINVEST,ROAD,EUR,A,2006,874960750.3,
HRV,INFRAINVEST,ROAD,EUR,A,2007,1065943500,
HRV,INFRAINVEST,ROAD,EUR,A,2008,1101298414,
HRV,INFRAINVEST,ROAD,EUR,A,2009,909103292.3,
HRV,INFRAINVEST,ROAD,EUR,A,2010,515318232.3,
HRV,INFRAINVEST,ROAD,EUR,A,2011,465691546.6,
HRV,INFRAINVEST,ROAD,EUR,A,2012,478640660.5,
HRV,INFRAINVEST,ROAD,EUR,A,2013,424198443.1,
EST,INFRAINVEST,ROAD,EUR,A,1994,4000000,
EST,INFRAINVEST,ROAD,EUR,A,1995,8000000,
EST,INFRAINVEST,ROAD,EUR,A,1996,12000000,
EST,INFRAINVEST,ROAD,EUR,A,1997,10000000,
EST,INFRAINVEST,ROAD,EUR,A,1998,17000000,
EST,INFRAINVEST,ROAD,EUR,A,1999,21000000,
EST,INFRAINVEST,ROAD,EUR,A,2000,22000000,
EST,INFRAINVEST,ROAD,EUR,A,2001,22000000,
EST,INFRAINVEST,ROAD,EUR,A,2002,47000000,
EST,INFRAINVEST,ROAD,EUR,A,2003,48000000,
EST,INFRAINVEST,ROAD,EUR,A,2004,56000000,
EST,INFRAINVEST,ROAD,EUR,A,2005,102000000,
EST,INFRAINVEST,ROAD,EUR,A,2006,130000000,
EST,INFRAINVEST,ROAD,EUR,A,2007,126000000,
EST,INFRAINVEST,ROAD,EUR,A,2008,142000000,
EST,INFRAINVEST,ROAD,EUR,A,2009,119000000,
EST,INFRAINVEST,ROAD,EUR,A,2010,137000000,
EST,INFRAINVEST,ROAD,EUR,A,2011,158000000,
EST,INFRAINVEST,ROAD,EUR,A,2012,198400000,B
EST,INFRAINVEST,ROAD,EUR,A,2013,214530000,
GEO,INFRAINVEST,ROAD,EUR,A,2000,17523684.35,
GEO,INFRAINVEST,ROAD,EUR,A,2001,32864608.59,
GEO,INFRAINVEST,ROAD,EUR,A,2002,42477192.64,
GEO,INFRAINVEST,ROAD,EUR,A,2003,41233712.68,
GEO,INFRAINVEST,ROAD,EUR,A,2004,39895850.83,
GEO,INFRAINVEST,ROAD,EUR,A,2005,62428052.78,
GEO,INFRAINVEST,ROAD,EUR,A,2006,90848064.44,
GEO,INFRAINVEST,ROAD,EUR,A,2007,122382971.3,
GEO,INFRAINVEST,ROAD,EUR,A,2008,124183901.7,
GEO,INFRAINVEST,ROAD,EUR,A,2009,218822518.3,
GEO,INFRAINVEST,ROAD,EUR,A,2010,232732351.4,
GEO,INFRAINVEST,ROAD,EUR,A,2011,247591440,
GEO,INFRAINVEST,ROAD,EUR,A,2012,177445946.6,
GEO,INFRAINVEST,ROAD,EUR,A,2013,236705136.9,
IND,INFRAINVEST,ROAD,EUR,A,2004,1871343737,
IND,INFRAINVEST,ROAD,EUR,A,2005,3258035329,
IND,INFRAINVEST,ROAD,EUR,A,2006,4035429641,
IND,INFRAINVEST,ROAD,EUR,A,2007,4383951160,
IND,INFRAINVEST,ROAD,EUR,A,2008,4722217178,
IND,INFRAINVEST,ROAD,EUR,A,2009,4807267646,
IND,INFRAINVEST,ROAD,EUR,A,2010,6359755947,
IND,INFRAINVEST,ROAD,EUR,A,2011,5616686524,
IND,INFRAINVEST,ROAD,EUR,A,2012,6208356624,
IND,INFRAINVEST,ROAD,EUR,A,2013,8475167837,
LVA,INFRAINVEST,ROAD,EUR,A,1994,1686093.503,
LVA,INFRAINVEST,ROAD,EUR,A,1995,3000000,
LVA,INFRAINVEST,ROAD,EUR,A,1996,4000000,
LVA,INFRAINVEST,ROAD,EUR,A,1997,1000000,
LVA,INFRAINVEST,ROAD,EUR,A,1998,1000000,
LVA,INFRAINVEST,ROAD,EUR,A,1999,5000000,
LVA,INFRAINVEST,ROAD,EUR,A,2000,8000000,
LVA,INFRAINVEST,ROAD,EUR,A,2001,10000000,
LVA,INFRAINVEST,ROAD,EUR,A,2002,8000000,
LVA,INFRAINVEST,ROAD,EUR,A,2003,46000000,B
LVA,INFRAINVEST,ROAD,EUR,A,2004,55000000,
LVA,INFRAINVEST,ROAD,EUR,A,2005,139000000,
LVA,INFRAINVEST,ROAD,EUR,A,2006,158000000,
LVA,INFRAINVEST,ROAD,EUR,A,2007,231000000,
LVA,INFRAINVEST,ROAD,EUR,A,2008,272000000,
LVA,INFRAINVEST,ROAD,EUR,A,2009,132000000,
LVA,INFRAINVEST,ROAD,EUR,A,2010,131000000,
LVA,INFRAINVEST,ROAD,EUR,A,2011,222000000,
LVA,INFRAINVEST,ROAD,EUR,A,2012,190000000,
LVA,INFRAINVEST,ROAD,EUR,A,2013,199000000,
LTU,INFRAINVEST,ROAD,EUR,A,1994,16272533.23,
LTU,INFRAINVEST,ROAD,EUR,A,1995,15000000,
LTU,INFRAINVEST,ROAD,EUR,A,1996,24000000,
LTU,INFRAINVEST,ROAD,EUR,A,1997,40000000,
LTU,INFRAINVEST,ROAD,EUR,A,1998,96000000,
LTU,INFRAINVEST,ROAD,EUR,A,1999,130000000,
LTU,INFRAINVEST,ROAD,EUR,A,2000,109000000,
LTU,INFRAINVEST,ROAD,EUR,A,2001,70000000,
LTU,INFRAINVEST,ROAD,EUR,A,2002,112000000,
LTU,INFRAINVEST,ROAD,EUR,A,2003,142000000,
LTU,INFRAINVEST,ROAD,EUR,A,2004,137000000,
LTU,INFRAINVEST,ROAD,EUR,A,2005,165000000,
LTU,INFRAINVEST,ROAD,EUR,A,2006,242000000,
LTU,INFRAINVEST,ROAD,EUR,A,2007,312000000,
LTU,INFRAINVEST,ROAD,EUR,A,2008,437000000,
LTU,INFRAINVEST,ROAD,EUR,A,2009,448000000,
LTU,INFRAINVEST,ROAD,EUR,A,2010,422000000,
LTU,INFRAINVEST,ROAD,EUR,A,2011,343000000,
LTU,INFRAINVEST,ROAD,EUR,A,2012,243000000,
LTU,INFRAINVEST,ROAD,EUR,A,2013,253000000,
MKD,INFRAINVEST,ROAD,EUR,A,1995,254446559.9,
MKD,INFRAINVEST,ROAD,EUR,A,1996,214345769.1,
MKD,INFRAINVEST,ROAD,EUR,A,1997,95674099.08,
MKD,INFRAINVEST,ROAD,EUR,A,1998,125700565.7,
MKD,INFRAINVEST,ROAD,EUR,A,1999,68663414.6,
MKD,INFRAINVEST,ROAD,EUR,A,2000,68304833.26,
MKD,INFRAINVEST,ROAD,EUR,A,2001,61271338.09,
MKD,INFRAINVEST,ROAD,EUR,A,2002,71946452.91,
MKD,INFRAINVEST,ROAD,EUR,A,2003,107129941.1,
MKD,INFRAINVEST,ROAD,EUR,A,2004,59825706.16,
MKD,INFRAINVEST,ROAD,EUR,A,2005,65103417.22,
MKD,INFRAINVEST,ROAD,EUR,A,2006,59881594.84,
MKD,INFRAINVEST,ROAD,EUR,A,2007,75980119.15,
MKD,INFRAINVEST,ROAD,EUR,A,2008,90922389.87,
MKD,INFRAINVEST,ROAD,EUR,A,2009,103836054.6,
MKD,INFRAINVEST,ROAD,EUR,A,2010,83588705.59,
MKD,INFRAINVEST,ROAD,EUR,A,2011,103886505,
MKD,INFRAINVEST,ROAD,EUR,A,2012,70486162.05,
MKD,INFRAINVEST,ROAD,EUR,A,2013,87527007.78,
MLT,INFRAINVEST,ROAD,EUR,A,1994,1804440,
MLT,INFRAINVEST,ROAD,EUR,A,1995,148128.8572,
MLT,INFRAINVEST,ROAD,EUR,A,1996,4550862.464,
MLT,INFRAINVEST,ROAD,EUR,A,1997,485309.6594,
MLT,INFRAINVEST,ROAD,EUR,A,1998,1421059.716,
MLT,INFRAINVEST,ROAD,EUR,A,1999,5350175.474,
MLT,INFRAINVEST,ROAD,EUR,A,2000,5690477.522,
MLT,INFRAINVEST,ROAD,EUR,A,2001,4401961.332,
MLT,INFRAINVEST,ROAD,EUR,A,2002,9894942.93,
MLT,INFRAINVEST,ROAD,EUR,A,2003,8030705.8,
MLT,INFRAINVEST,ROAD,EUR,A,2004,13928687.58,
MLT,INFRAINVEST,ROAD,EUR,A,2005,35791797,
MLT,INFRAINVEST,ROAD,EUR,A,2006,26546945.61,
MLT,INFRAINVEST,ROAD,EUR,A,2007,25885221.83,
MLT,INFRAINVEST,ROAD,EUR,A,2008,16097173.42,
MLT,INFRAINVEST,ROAD,EUR,A,2009,3701352.28,
MLT,INFRAINVEST,ROAD,EUR,A,2010,12583742.48,
MLT,INFRAINVEST,ROAD,EUR,A,2011,17340553.11,
MLT,INFRAINVEST,ROAD,EUR,A,2012,26747405.42,
MLT,INFRAINVEST,ROAD,EUR,A,2013,11066059.39,
MDA,INFRAINVEST,ROAD,EUR,A,1995,1019801.139,
MDA,INFRAINVEST,ROAD,EUR,A,1996,10436270.32,
MDA,INFRAINVEST,ROAD,EUR,A,1997,13726574.27,
MDA,INFRAINVEST,ROAD,EUR,A,1998,7602928.78,
MDA,INFRAINVEST,ROAD,EUR,A,1999,2505256.565,
MDA,INFRAINVEST,ROAD,EUR,A,2000,1914858.431,
MDA,INFRAINVEST,ROAD,EUR,A,2001,1041829.453,
MDA,INFRAINVEST,ROAD,EUR,A,2002,2261808.199,
MDA,INFRAINVEST,ROAD,EUR,A,2003,1777518.204,
MDA,INFRAINVEST,ROAD,EUR,A,2004,3978113.852,
MDA,INFRAINVEST,ROAD,EUR,A,2005,2421616.11,
MDA,INFRAINVEST,ROAD,EUR,A,2006,6488426.951,
MDA,INFRAINVEST,ROAD,EUR,A,2007,27691826.1,
MDA,INFRAINVEST,ROAD,EUR,A,2008,25962135.83,
MDA,INFRAINVEST,ROAD,EUR,A,2009,13427931.39,
MDA,INFRAINVEST,ROAD,EUR,A,2010,13777547.47,
MDA,INFRAINVEST,ROAD,EUR,A,2011,8145916.017,
MDA,INFRAINVEST,ROAD,EUR,A,2012,40216888.52,
MDA,INFRAINVEST,ROAD,EUR,A,2013,36179017.37,
ROU,INFRAINVEST,ROAD,EUR,A,1994,95095095.1,
ROU,INFRAINVEST,ROAD,EUR,A,1995,352112676.1,
ROU,INFRAINVEST,ROAD,EUR,A,1996,389545111.8,
ROU,INFRAINVEST,ROAD,EUR,A,1997,457411299.3,
ROU,INFRAINVEST,ROAD,EUR,A,1998,490265308.2,
ROU,INFRAINVEST,ROAD,EUR,A,1999,443271119.8,
ROU,INFRAINVEST,ROAD,EUR,A,2000,630549285.2,
ROU,INFRAINVEST,ROAD,EUR,A,2001,735486351.4,
ROU,INFRAINVEST,ROAD,EUR,A,2002,634280594,
ROU,INFRAINVEST,ROAD,EUR,A,2003,707380083.6,
ROU,INFRAINVEST,ROAD,EUR,A,2004,1094879704,
ROU,INFRAINVEST,ROAD,EUR,A,2005,1330885601,
ROU,INFRAINVEST,ROAD,EUR,A,2006,1950686642,
ROU,INFRAINVEST,ROAD,EUR,A,2007,2803858714,
ROU,INFRAINVEST,ROAD,EUR,A,2008,3889793702,
ROU,INFRAINVEST,ROAD,EUR,A,2009,3105245778,
ROU,INFRAINVEST,ROAD,EUR,A,2010,2851137605,
ROU,INFRAINVEST,ROAD,EUR,A,2011,3283631388,
ROU,INFRAINVEST,ROAD,EUR,A,2012,3092797380,
ROU,INFRAINVEST,ROAD,EUR,A,2013,2728712692,
RUS,INFRAINVEST,ROAD,EUR,A,1996,2474558016,
RUS,INFRAINVEST,ROAD,EUR,A,1997,3134861952,
RUS,INFRAINVEST,ROAD,EUR,A,1998,2305148988,
RUS,INFRAINVEST,ROAD,EUR,A,1999,1665289981,
RUS,INFRAINVEST,ROAD,EUR,A,2000,2572120396,
RUS,INFRAINVEST,ROAD,EUR,A,2001,2345197433,
RUS,INFRAINVEST,ROAD,EUR,A,2002,2073376897,
RUS,INFRAINVEST,ROAD,EUR,A,2003,2113616960,
RUS,INFRAINVEST,ROAD,EUR,A,2004,3181760035,B
RUS,INFRAINVEST,ROAD,EUR,A,2005,3783686846,
RUS,INFRAINVEST,ROAD,EUR,A,2006,4874055489,
RUS,INFRAINVEST,ROAD,EUR,A,2007,7296865767,
RUS,INFRAINVEST,ROAD,EUR,A,2008,9871594455,
RUS,INFRAINVEST,ROAD,EUR,A,2009,6242242281,
RUS,INFRAINVEST,ROAD,EUR,A,2010,6200668822,
RUS,INFRAINVEST,ROAD,EUR,A,2011,8423687555,
RUS,INFRAINVEST,ROAD,EUR,A,2012,9281398713,
RUS,INFRAINVEST,ROAD,EUR,A,2013,9835981888,
SVN,INFRAINVEST,ROAD,EUR,A,1994,114000000,
SVN,INFRAINVEST,ROAD,EUR,A,1995,186000000,
SVN,INFRAINVEST,ROAD,EUR,A,1996,284000000,
SVN,INFRAINVEST,ROAD,EUR,A,1997,293000000,
SVN,INFRAINVEST,ROAD,EUR,A,1998,263000000,
SVN,INFRAINVEST,ROAD,EUR,A,1999,352000000,
SVN,INFRAINVEST,ROAD,EUR,A,2000,372000000,
SVN,INFRAINVEST,ROAD,EUR,A,2001,284000000,
SVN,INFRAINVEST,ROAD,EUR,A,2002,337000000,
SVN,INFRAINVEST,ROAD,EUR,A,2003,470000000,
SVN,INFRAINVEST,ROAD,EUR,A,2004,496000000,
SVN,INFRAINVEST,ROAD,EUR,A,2005,450000000,
SVN,INFRAINVEST,ROAD,EUR,A,2006,573000000,
SVN,INFRAINVEST,ROAD,EUR,A,2007,666000000,
SVN,INFRAINVEST,ROAD,EUR,A,2008,694000000,
SVN,INFRAINVEST,ROAD,EUR,A,2009,406000000,
SVN,INFRAINVEST,ROAD,EUR,A,2010,221000000,
SVN,INFRAINVEST,ROAD,EUR,A,2011,112000000,
SVN,INFRAINVEST,ROAD,EUR,A,2012,102000000,
SVN,INFRAINVEST,ROAD,EUR,A,2013,104000000,
SRB,INFRAINVEST,ROAD,EUR,A,1994,5873586.394,
SRB,INFRAINVEST,ROAD,EUR,A,1995,7714561.234,
SRB,INFRAINVEST,ROAD,EUR,A,1996,21565705.27,
SRB,INFRAINVEST,ROAD,EUR,A,1997,43438239.68,
SRB,INFRAINVEST,ROAD,EUR,A,1998,37126325.94,
SRB,INFRAINVEST,ROAD,EUR,A,1999,32699219.78,
SRB,INFRAINVEST,ROAD,EUR,A,2000,56599281.85,B
SRB,INFRAINVEST,ROAD,EUR,A,2001,80441128.77,
