LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,PASSCAR,TOT,PC_CHG,A,2008,-1.814878714,
DEU,PASSCAR,TOT,PC_CHG,A,2009,22.37172396,
DEU,PASSCAR,TOT,PC_CHG,A,2010,-22.80248537,
DEU,PASSCAR,TOT,PC_CHG,A,2011,9.565349376,
DEU,PASSCAR,TOT,PC_CHG,A,2012,-3.60558456,
DEU,PASSCAR,TOT,PC_CHG,A,2013,-4.007691463,
GRC,PASSCAR,TOT,PC_CHG,A,1994,-25.87811001,
GRC,PASSCAR,TOT,PC_CHG,A,1995,14.13039509,
GRC,PASSCAR,TOT,PC_CHG,A,1996,11.83622214,
GRC,PASSCAR,TOT,PC_CHG,A,1997,14.33690218,
GRC,PASSCAR,TOT,PC_CHG,A,1998,12.68429382,
GRC,PASSCAR,TOT,PC_CHG,A,1999,45.27797052,
GRC,PASSCAR,TOT,PC_CHG,A,2000,10.89407782,
GRC,PASSCAR,TOT,PC_CHG,A,2001,-3.448394677,
GRC,PASSCAR,TOT,PC_CHG,A,2002,-4.184301998,
GRC,PASSCAR,TOT,PC_CHG,A,2003,-4.17000324,
GRC,PASSCAR,TOT,PC_CHG,A,2004,12.59186997,
GRC,PASSCAR,TOT,PC_CHG,A,2005,-6.891135727,
GRC,PASSCAR,TOT,PC_CHG,A,2006,-0.763361609,
GRC,PASSCAR,TOT,PC_CHG,A,2007,4.511542241,
GRC,PASSCAR,TOT,PC_CHG,A,2008,-4.450481689,
GRC,PASSCAR,TOT,PC_CHG,A,2009,-17.79494566,
GRC,PASSCAR,TOT,PC_CHG,A,2010,-35.60233013,
GRC,PASSCAR,TOT,PC_CHG,A,2011,-30.96868573,
GRC,PASSCAR,TOT,PC_CHG,A,2012,-40.13206388,
GRC,PASSCAR,TOT,PC_CHG,A,2013,0.371073377,
HUN,PASSCAR,TOT,PC_CHG,A,2004,-0.657787416,
HUN,PASSCAR,TOT,PC_CHG,A,2005,-3.898964043,
HUN,PASSCAR,TOT,PC_CHG,A,2006,-5.681920978,
HUN,PASSCAR,TOT,PC_CHG,A,2007,-8.533323387,
HUN,PASSCAR,TOT,PC_CHG,A,2008,-10.70889719,
HUN,PASSCAR,TOT,PC_CHG,A,2009,-60.73213377,
HUN,PASSCAR,TOT,PC_CHG,A,2010,-27.76753227,
HUN,PASSCAR,TOT,PC_CHG,A,2011,3.721593523,
HUN,PASSCAR,TOT,PC_CHG,A,2012,17.66310374,
HUN,PASSCAR,TOT,PC_CHG,A,2013,5.804858742,
IRL,PASSCAR,TOT,PC_CHG,A,1994,27.9329517,
IRL,PASSCAR,TOT,PC_CHG,A,1995,6.37367724,
IRL,PASSCAR,TOT,PC_CHG,A,1996,32.15641243,
IRL,PASSCAR,TOT,PC_CHG,A,1997,15.09699725,
IRL,PASSCAR,TOT,PC_CHG,A,1998,10.09226075,
IRL,PASSCAR,TOT,PC_CHG,A,1999,22.94155436,
IRL,PASSCAR,TOT,PC_CHG,A,2000,32.26065922,
IRL,PASSCAR,TOT,PC_CHG,A,2001,-28.57073099,
IRL,PASSCAR,TOT,PC_CHG,A,2002,-6.477614537,
IRL,PASSCAR,TOT,PC_CHG,A,2003,-4.979233811,
IRL,PASSCAR,TOT,PC_CHG,A,2004,4.689073515,
IRL,PASSCAR,TOT,PC_CHG,A,2005,11.1398358,
IRL,PASSCAR,TOT,PC_CHG,A,2006,4.256700306,
IRL,PASSCAR,TOT,PC_CHG,A,2007,4.208007841,
IRL,PASSCAR,TOT,PC_CHG,A,2008,-18.96721511,
IRL,PASSCAR,TOT,PC_CHG,A,2009,-62.83744111,
IRL,PASSCAR,TOT,PC_CHG,A,2010,55.98728689,
IRL,PASSCAR,TOT,PC_CHG,A,2011,2.384962371,
IRL,PASSCAR,TOT,PC_CHG,A,2012,-12.2808632,
IRL,PASSCAR,TOT,PC_CHG,A,2013,-6.436214855,
ITA,PASSCAR,TOT,PC_CHG,A,1994,-0.013300884,
ITA,PASSCAR,TOT,PC_CHG,A,1995,3.8361421,
ITA,PASSCAR,TOT,PC_CHG,A,1996,-0.833246121,
ITA,PASSCAR,TOT,PC_CHG,A,1997,40.61585103,
ITA,PASSCAR,TOT,PC_CHG,A,1998,-2.853537954,
ITA,PASSCAR,TOT,PC_CHG,A,1999,-1.485071488,
ITA,PASSCAR,TOT,PC_CHG,A,2000,3.895502528,
ITA,PASSCAR,TOT,PC_CHG,A,2001,-0.797136868,
ITA,PASSCAR,TOT,PC_CHG,A,2002,-3.724411598,
ITA,PASSCAR,TOT,PC_CHG,A,2003,-3.021957232,
ITA,PASSCAR,TOT,PC_CHG,A,2004,0.246681827,
ITA,PASSCAR,TOT,PC_CHG,A,2005,0.39312917,
ITA,PASSCAR,TOT,PC_CHG,A,2006,3.149828614,
ITA,PASSCAR,TOT,PC_CHG,A,2007,7.101317601,
ITA,PASSCAR,TOT,PC_CHG,A,2008,-14.40104913,
ITA,PASSCAR,TOT,PC_CHG,A,2009,1.698189214,
ITA,PASSCAR,TOT,PC_CHG,A,2010,-10.67103984,
ITA,PASSCAR,TOT,PC_CHG,A,2011,-9.671196399,
ITA,PASSCAR,TOT,PC_CHG,A,2012,-20.0247077,
ITA,PASSCAR,TOT,PC_CHG,A,2013,-6.483216594,
JPN,PASSCAR,TOT,PC_CHG,A,1994,0.255200025,
JPN,PASSCAR,TOT,PC_CHG,A,1995,5.552320002,
JPN,PASSCAR,TOT,PC_CHG,A,1996,5.059035583,
JPN,PASSCAR,TOT,PC_CHG,A,1997,-23.42905489,B
JPN,PASSCAR,TOT,PC_CHG,A,1998,-12.00361632,
JPN,PASSCAR,TOT,PC_CHG,A,1999,-7.243622266,
JPN,PASSCAR,TOT,PC_CHG,A,2000,2.079838405,
JPN,PASSCAR,TOT,PC_CHG,A,2001,1.271668266,
JPN,PASSCAR,TOT,PC_CHG,A,2002,3.902290248,
JPN,PASSCAR,TOT,PC_CHG,A,2003,1.084743556,
JPN,PASSCAR,TOT,PC_CHG,A,2004,7.191886863,
JPN,PASSCAR,TOT,PC_CHG,A,2005,-1.021982021,
JPN,PASSCAR,TOT,PC_CHG,A,2006,-6.759415364,
JPN,PASSCAR,TOT,PC_CHG,A,2007,-5.77323752,
JPN,PASSCAR,TOT,PC_CHG,A,2008,-5.164884246,
JPN,PASSCAR,TOT,PC_CHG,A,2009,-5.725499382,
JPN,PASSCAR,TOT,PC_CHG,A,2010,10.88091104,
JPN,PASSCAR,TOT,PC_CHG,A,2011,-18.49862106,
JPN,PASSCAR,TOT,PC_CHG,A,2012,26.34557903,
JPN,PASSCAR,TOT,PC_CHG,A,2013,-4.728242175,
KOR,PASSCAR,TOT,PC_CHG,A,1994,10.22844743,
KOR,PASSCAR,TOT,PC_CHG,A,1995,-1.965383038,
KOR,PASSCAR,TOT,PC_CHG,A,1996,6.886930808,
KOR,PASSCAR,TOT,PC_CHG,A,1997,-3.369731632,
KOR,PASSCAR,TOT,PC_CHG,A,1998,-58.81316106,
KOR,PASSCAR,TOT,PC_CHG,A,1999,44.23255713,
KOR,PASSCAR,TOT,PC_CHG,A,2000,-0.676898744,
KOR,PASSCAR,TOT,PC_CHG,A,2001,56.44701563,
KOR,PASSCAR,TOT,PC_CHG,A,2002,21.11784178,
KOR,PASSCAR,TOT,PC_CHG,A,2003,-18.61274536,
KOR,PASSCAR,TOT,PC_CHG,A,2004,-13.48759888,
KOR,PASSCAR,TOT,PC_CHG,A,2005,4.503263054,
KOR,PASSCAR,TOT,PC_CHG,A,2006,4.446827323,
KOR,PASSCAR,TOT,PC_CHG,A,2007,7.235878107,
KOR,PASSCAR,TOT,PC_CHG,A,2008,0.256783973,
KOR,PASSCAR,TOT,PC_CHG,A,2009,20.64092551,
KOR,PASSCAR,TOT,PC_CHG,A,2010,0.60755731,
KOR,PASSCAR,TOT,PC_CHG,A,2011,4.379981451,
KOR,PASSCAR,TOT,PC_CHG,A,2012,-3.640370618,
KOR,PASSCAR,TOT,PC_CHG,A,2013,-0.212517944,
LUX,PASSCAR,TOT,PC_CHG,A,1994,-1.995012469,
LUX,PASSCAR,TOT,PC_CHG,A,1995,-3.620796369,
LUX,PASSCAR,TOT,PC_CHG,A,1996,6.9606479,
LUX,PASSCAR,TOT,PC_CHG,A,1997,4.796531021,
LUX,PASSCAR,TOT,PC_CHG,A,1998,14.35482844,
LUX,PASSCAR,TOT,PC_CHG,A,1999,12.65865063,
LUX,PASSCAR,TOT,PC_CHG,A,2000,3.508251804,
LUX,PASSCAR,TOT,PC_CHG,A,2001,2.236490357,
LUX,PASSCAR,TOT,PC_CHG,A,2002,1.330749656,
LUX,PASSCAR,TOT,PC_CHG,A,2003,0.49996544,
LUX,PASSCAR,TOT,PC_CHG,A,2004,10.57771664,
LUX,PASSCAR,TOT,PC_CHG,A,2005,0.586723058,
LUX,PASSCAR,TOT,PC_CHG,A,2006,4.78182905,
LUX,PASSCAR,TOT,PC_CHG,A,2007,0.973700258,
LUX,PASSCAR,TOT,PC_CHG,A,2008,2.000701317,
LUX,PASSCAR,TOT,PC_CHG,A,2009,-9.728986421,
LUX,PASSCAR,TOT,PC_CHG,A,2010,5.206812652,
LUX,PASSCAR,TOT,PC_CHG,A,2011,0.311708161,
LUX,PASSCAR,TOT,PC_CHG,A,2012,1.036466791,
LUX,PASSCAR,TOT,PC_CHG,A,2013,-7.488392397,
NLD,PASSCAR,TOT,PC_CHG,A,1994,10.71101438,
NLD,PASSCAR,TOT,PC_CHG,A,1995,2.875000288,
NLD,PASSCAR,TOT,PC_CHG,A,1996,6.058630608,
NLD,PASSCAR,TOT,PC_CHG,A,1997,1.031824989,
NLD,PASSCAR,TOT,PC_CHG,A,1998,13.54580007,
NLD,PASSCAR,TOT,PC_CHG,A,1999,12.64311097,
NLD,PASSCAR,TOT,PC_CHG,A,2000,-2.313428444,
NLD,PASSCAR,TOT,PC_CHG,A,2001,-11.26730397,
NLD,PASSCAR,TOT,PC_CHG,A,2002,-3.685362832,
NLD,PASSCAR,TOT,PC_CHG,A,2003,-4.26182197,
NLD,PASSCAR,TOT,PC_CHG,A,2004,-1.041357773,
NLD,PASSCAR,TOT,PC_CHG,A,2005,-3.862281327,
NLD,PASSCAR,TOT,PC_CHG,A,2006,4.041952209,
NLD,PASSCAR,TOT,PC_CHG,A,2007,4.471910066,
NLD,PASSCAR,TOT,PC_CHG,A,2008,-1.131628441,
NLD,PASSCAR,TOT,PC_CHG,A,2009,-22.54476207,
NLD,PASSCAR,TOT,PC_CHG,A,2010,24.78029002,
NLD,PASSCAR,TOT,PC_CHG,A,2011,15.02769223,
NLD,PASSCAR,TOT,PC_CHG,A,2012,-9.59593506,
NLD,PASSCAR,TOT,PC_CHG,A,2013,-17.04246236,
NZL,PASSCAR,TOT,PC_CHG,A,1994,26.81670643,
NZL,PASSCAR,TOT,PC_CHG,A,1995,18.41134248,
NZL,PASSCAR,TOT,PC_CHG,A,1996,20.86106262,
NZL,PASSCAR,TOT,PC_CHG,A,1997,-12.21495063,
NZL,PASSCAR,TOT,PC_CHG,A,1998,-0.967229867,
NZL,PASSCAR,TOT,PC_CHG,A,1999,22.85552974,
NZL,PASSCAR,TOT,PC_CHG,A,2000,-8.225003037,
NZL,PASSCAR,TOT,PC_CHG,A,2001,7.547397866,
NZL,PASSCAR,TOT,PC_CHG,A,2002,7.304594472,
NZL,PASSCAR,TOT,PC_CHG,A,2003,13.4266648,
NZL,PASSCAR,TOT,PC_CHG,A,2004,0.603275805,
NZL,PASSCAR,TOT,PC_CHG,A,2005,0.6625961,
NZL,PASSCAR,TOT,PC_CHG,A,2006,-13.07742073,
NZL,PASSCAR,TOT,PC_CHG,A,2007,-1.177857478,
NZL,PASSCAR,TOT,PC_CHG,A,2008,-16.98275339,
NZL,PASSCAR,TOT,PC_CHG,A,2009,-25.01065527,
NZL,PASSCAR,TOT,PC_CHG,A,2010,22.31306988,
NZL,PASSCAR,TOT,PC_CHG,A,2011,-3.830936923,
NZL,PASSCAR,TOT,PC_CHG,A,2012,7.117366485,
NZL,PASSCAR,TOT,PC_CHG,A,2013,16.89757833,
NOR,PASSCAR,TOT,PC_CHG,A,1994,42.86224847,
NOR,PASSCAR,TOT,PC_CHG,A,1995,5.730973798,
NOR,PASSCAR,TOT,PC_CHG,A,1996,50.36211011,
NOR,PASSCAR,TOT,PC_CHG,A,1997,5.955638871,
NOR,PASSCAR,TOT,PC_CHG,A,1998,-9.715953483,
NOR,PASSCAR,TOT,PC_CHG,A,1999,-11.55969733,
NOR,PASSCAR,TOT,PC_CHG,A,2000,2.330602706,
NOR,PASSCAR,TOT,PC_CHG,A,2001,-4.672793798,
NOR,PASSCAR,TOT,PC_CHG,A,2002,1.937361143,
NOR,PASSCAR,TOT,PC_CHG,A,2003,-1.437807506,
NOR,PASSCAR,TOT,PC_CHG,A,2004,19.64157529,
NOR,PASSCAR,TOT,PC_CHG,A,2005,-2.903408229,
NOR,PASSCAR,TOT,PC_CHG,A,2006,1.556196375,
NOR,PASSCAR,TOT,PC_CHG,A,2007,14.7045453,
NOR,PASSCAR,TOT,PC_CHG,A,2008,-16.10165358,
NOR,PASSCAR,TOT,PC_CHG,A,2009,-8.635174419,
NOR,PASSCAR,TOT,PC_CHG,A,2010,26.44569592,
NOR,PASSCAR,TOT,PC_CHG,A,2011,6.30830686,
NOR,PASSCAR,TOT,PC_CHG,A,2012,1.320173025,
NOR,PASSCAR,TOT,PC_CHG,A,2013,2.757790964,
POL,PASSCAR,TOT,PC_CHG,A,2004,-11.24927462,
POL,PASSCAR,TOT,PC_CHG,A,2005,-25.96232133,
POL,PASSCAR,TOT,PC_CHG,A,2006,1.473747675,
POL,PASSCAR,TOT,PC_CHG,A,2007,22.72535179,
POL,PASSCAR,TOT,PC_CHG,A,2008,9.11508498,
POL,PASSCAR,TOT,PC_CHG,A,2009,0.051868516,
POL,PASSCAR,TOT,PC_CHG,A,2010,4.148579352,
POL,PASSCAR,TOT,PC_CHG,A,2011,-10.66088938,
POL,PASSCAR,TOT,PC_CHG,A,2012,-9.076415484,
POL,PASSCAR,TOT,PC_CHG,A,2013,6.682663024,
PRT,PASSCAR,TOT,PC_CHG,A,1994,-4.019845799,
PRT,PASSCAR,TOT,PC_CHG,A,1995,-13.50057531,
PRT,PASSCAR,TOT,PC_CHG,A,1996,8.159486973,
PRT,PASSCAR,TOT,PC_CHG,A,1997,-1.961360195,
PRT,PASSCAR,TOT,PC_CHG,A,1998,16.27160216,
PRT,PASSCAR,TOT,PC_CHG,A,1999,9.857164711,
PRT,PASSCAR,TOT,PC_CHG,A,2000,-5.514084791,
PRT,PASSCAR,TOT,PC_CHG,A,2001,-1.018476861,
PRT,PASSCAR,TOT,PC_CHG,A,2002,-11.40942753,
PRT,PASSCAR,TOT,PC_CHG,A,2003,-16.05541107,
PRT,PASSCAR,TOT,PC_CHG,A,2004,4.137687574,
PRT,PASSCAR,TOT,PC_CHG,A,2005,4.474183511,
PRT,PASSCAR,TOT,PC_CHG,A,2006,-5.707837744,
PRT,PASSCAR,TOT,PC_CHG,A,2007,3.653788867,
PRT,PASSCAR,TOT,PC_CHG,A,2008,5.734431363,
PRT,PASSCAR,TOT,PC_CHG,A,2009,-24.54484533,
PRT,PASSCAR,TOT,PC_CHG,A,2010,38.78630918,
PRT,PASSCAR,TOT,PC_CHG,A,2011,-31.35180611,
PRT,PASSCAR,TOT,PC_CHG,A,2012,-37.87059008,
PRT,PASSCAR,TOT,PC_CHG,A,2013,11.13431051,
SVK,PASSCAR,TOT,PC_CHG,A,2004,-3.869974222,
SVK,PASSCAR,TOT,PC_CHG,A,2005,-0.531081316,
SVK,PASSCAR,TOT,PC_CHG,A,2006,3.429321663,
SVK,PASSCAR,TOT,PC_CHG,A,2007,1.042583441,
SVK,PASSCAR,TOT,PC_CHG,A,2008,17.319933,
SVK,PASSCAR,TOT,PC_CHG,A,2009,6.677612793,
SVK,PASSCAR,TOT,PC_CHG,A,2010,-14.29928932,
SVK,PASSCAR,TOT,PC_CHG,A,2011,6.591913545,
SVK,PASSCAR,TOT,PC_CHG,A,2012,1.485627216,
SVK,PASSCAR,TOT,PC_CHG,A,2013,-4.717907259,
ESP,PASSCAR,TOT,PC_CHG,A,1994,22.28535786,
ESP,PASSCAR,TOT,PC_CHG,A,1995,-8.279046964,
ESP,PASSCAR,TOT,PC_CHG,A,1996,9.175676469,
ESP,PASSCAR,TOT,PC_CHG,A,1997,11.57665589,
