"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BLR","ROADACCID","DEATH","1000000HAB","A","2008",164.14803339846,
"BLR","ROADACCID","DEATH","1000000HAB","A","2009",139.0588701835,
"GRC","ROADACCID","DEATH","1000000HAB","A","1994",181.58605190831,
"GRC","ROADACCID","DEATH","1000000HAB","A","1995",193.42647280341,
"GRC","ROADACCID","DEATH","1000000HAB","A","1996",203.32177060554,
"GRC","ROADACCID","DEATH","1000000HAB","A","1997",197.44384786075,
"GRC","ROADACCID","DEATH","1000000HAB","A","1998",203.53511199888,
"GRC","ROADACCID","DEATH","1000000HAB","A","1999",196.62324662892,
"GRC","ROADACCID","DEATH","1000000HAB","A","2000",188.50973476486,
"GRC","ROADACCID","DEATH","1000000HAB","A","2001",173.07836067542,
"GRC","ROADACCID","DEATH","1000000HAB","A","2002",149.88045336911,
"GRC","ROADACCID","DEATH","1000000HAB","A","2003",146.86948381553,
"GRC","ROADACCID","DEATH","1000000HAB","A","2004",152.43984536575,
"GRC","ROADACCID","DEATH","1000000HAB","A","2005",150.90130308463,
"GRC","ROADACCID","DEATH","1000000HAB","A","2006",150.35803724052,
"GRC","ROADACCID","DEATH","1000000HAB","A","2007",145.90251521636,
"GRC","ROADACCID","DEATH","1000000HAB","A","2008",140.1897716351,
"GRC","ROADACCID","DEATH","1000000HAB","A","2009",131.08830210668,
"GRC","ROADACCID","DEATH","1000000HAB","A","2010",113.11585536313,
"GRC","ROADACCID","DEATH","1000000HAB","A","2011",102.74744506906,
"GRC","ROADACCID","DEATH","1000000HAB","A","2012",89.452151745254,
"GRC","ROADACCID","DEATH","1000000HAB","A","2013",80.162616113817,
"CZE","ROADACCID","DEATH","1000000HAB","A","1994",158.41546599453,
"CZE","ROADACCID","DEATH","1000000HAB","A","1995",153.76789936298,
"CZE","ROADACCID","DEATH","1000000HAB","A","1996",152.00808202154,
"CZE","ROADACCID","DEATH","1000000HAB","A","1997",154.98638361644,
"CZE","ROADACCID","DEATH","1000000HAB","A","1998",132.11100860635,
"CZE","ROADACCID","DEATH","1000000HAB","A","1999",141.48383972555,
"CZE","ROADACCID","DEATH","1000000HAB","A","2000",144.90403423168,
"CZE","ROADACCID","DEATH","1000000HAB","A","2001",130.57175059621,
"CZE","ROADACCID","DEATH","1000000HAB","A","2002",140.33654881535,
"CZE","ROADACCID","DEATH","1000000HAB","A","2003",141.94627073696,
"CZE","ROADACCID","DEATH","1000000HAB","A","2004",135.52871546531,
"CZE","ROADACCID","DEATH","1000000HAB","A","2005",125.93994681926,
"CZE","ROADACCID","DEATH","1000000HAB","A","2006",103.81969556315,
"CZE","ROADACCID","DEATH","1000000HAB","A","2007",118.65427794308,
"CZE","ROADACCID","DEATH","1000000HAB","A","2008",103.61493838522,
"CZE","ROADACCID","DEATH","1000000HAB","A","2009",86.27015715148,
"CZE","ROADACCID","DEATH","1000000HAB","A","2010",76.56755845914,
"CZE","ROADACCID","DEATH","1000000HAB","A","2011",73.646486195619,
"CZE","ROADACCID","DEATH","1000000HAB","A","2012",70.594156383182,
"CZE","ROADACCID","DEATH","1000000HAB","A","2013",62.20116808848,
"ALB","ROADACCID","DEATH","1000000HAB","A","1994",131.25339824713,
"ALB","ROADACCID","DEATH","1000000HAB","A","1995",95.99144735026,
"ALB","ROADACCID","DEATH","1000000HAB","A","1996",80.807239066007,
"ALB","ROADACCID","DEATH","1000000HAB","A","1997",84.490552145758,
"ALB","ROADACCID","DEATH","1000000HAB","A","1998",98.448792244281,
"ALB","ROADACCID","DEATH","1000000HAB","A","1999",88.137525419956,
"ALB","ROADACCID","DEATH","1000000HAB","A","2000",90.643429144517,
"ALB","ROADACCID","DEATH","1000000HAB","A","2001",97.053336527053,
"ALB","ROADACCID","DEATH","1000000HAB","A","2002",81.940078859132,
"ALB","ROADACCID","DEATH","1000000HAB","A","2003",85.537120478376,
"ALB","ROADACCID","DEATH","1000000HAB","A","2004",104.06552626267,
"ALB","ROADACCID","DEATH","1000000HAB","A","2005",102.27505547924,
"ALB","ROADACCID","DEATH","1000000HAB","A","2006",92.56329140361,
"ALB","ROADACCID","DEATH","1000000HAB","A","2007",129.29218923663,
"ALB","ROADACCID","DEATH","1000000HAB","A","2008",102.80546965814,
"ALB","ROADACCID","DEATH","1000000HAB","A","2009",129.11957189689,
"ALB","ROADACCID","DEATH","1000000HAB","A","2010",121.18003955344,
"ALB","ROADACCID","DEATH","1000000HAB","A","2011",110.8359335604,
"ALB","ROADACCID","DEATH","1000000HAB","A","2012",115.15649043012,
"ALB","ROADACCID","DEATH","1000000HAB","A","2013",101.89658912394,
"ESP","ROADACCID","DEATH","1000000HAB","A","1994",141.97538917945,
"ESP","ROADACCID","DEATH","1000000HAB","A","1995",144.77375796275,
"ESP","ROADACCID","DEATH","1000000HAB","A","1996",137.4535057187,
"ESP","ROADACCID","DEATH","1000000HAB","A","1997",139.8992830012,
"ESP","ROADACCID","DEATH","1000000HAB","A","1998",148.09747205297,
"ESP","ROADACCID","DEATH","1000000HAB","A","1999",142.07586004116,
"ESP","ROADACCID","DEATH","1000000HAB","A","2000",142.37870645593,
"ESP","ROADACCID","DEATH","1000000HAB","A","2001",135.05371745088,
"ESP","ROADACCID","DEATH","1000000HAB","A","2002",129.05621362344,
"ESP","ROADACCID","DEATH","1000000HAB","A","2003",127.97585643854,
"ESP","ROADACCID","DEATH","1000000HAB","A","2004",110.45644652921,
"ESP","ROADACCID","DEATH","1000000HAB","A","2005",101.75667715197,
"ESP","ROADACCID","DEATH","1000000HAB","A","2006",92.438014106212,
"ESP","ROADACCID","DEATH","1000000HAB","A","2007",84.52952113374,
"ESP","ROADACCID","DEATH","1000000HAB","A","2008",67.458607507238,
"ESP","ROADACCID","DEATH","1000000HAB","A","2009",58.538126546143,
"ESP","ROADACCID","DEATH","1000000HAB","A","2010",53.202341925011,
"ESP","ROADACCID","DEATH","1000000HAB","A","2011",44.071055634637,
"ESP","ROADACCID","DEATH","1000000HAB","A","2012",40.685817935134,
"ESP","ROADACCID","DEATH","1000000HAB","A","2013",36.036001252251,
"NLD","ROADACCID","DEATH","1000000HAB","A","1994",84.379748392332,
"NLD","ROADACCID","DEATH","1000000HAB","A","1995",86.29274094337,
"NLD","ROADACCID","DEATH","1000000HAB","A","1996",80.551183870601,"B"
"NLD","ROADACCID","DEATH","1000000HAB","A","1997",79.112657064248,
"NLD","ROADACCID","DEATH","1000000HAB","A","1998",73.151124429553,
"NLD","ROADACCID","DEATH","1000000HAB","A","1999",75.005906873273,
"NLD","ROADACCID","DEATH","1000000HAB","A","2000",73.215851822167,
"NLD","ROADACCID","DEATH","1000000HAB","A","2001",67.492699196943,
"NLD","ROADACCID","DEATH","1000000HAB","A","2002",66.010569493494,
"NLD","ROADACCID","DEATH","1000000HAB","A","2003",67.055762660073,
"NLD","ROADACCID","DEATH","1000000HAB","A","2004",54.109566282653,
"NLD","ROADACCID","DEATH","1000000HAB","A","2005",50.061679420446,
"NLD","ROADACCID","DEATH","1000000HAB","A","2006",49.614278047101,
"NLD","ROADACCID","DEATH","1000000HAB","A","2007",48.285598756075,
"NLD","ROADACCID","DEATH","1000000HAB","A","2008",45.60492285076,
"NLD","ROADACCID","DEATH","1000000HAB","A","2009",43.556146413502,
"NLD","ROADACCID","DEATH","1000000HAB","A","2010",38.518496762701,
"NLD","ROADACCID","DEATH","1000000HAB","A","2011",39.597260516547,
"NLD","ROADACCID","DEATH","1000000HAB","A","2012",38.794477719496,
"NLD","ROADACCID","DEATH","1000000HAB","A","2013",33.919623108951,
"ISR","ROADACCID","DEATH","1000000HAB","A","1994",99.833302463419,
"ISR","ROADACCID","DEATH","1000000HAB","A","1995",99.188458070334,
"ISR","ROADACCID","DEATH","1000000HAB","A","1996",90.829234012649,
"ISR","ROADACCID","DEATH","1000000HAB","A","1997",90.815627141878,
"ISR","ROADACCID","DEATH","1000000HAB","A","1998",91.776921788645,
"ISR","ROADACCID","DEATH","1000000HAB","A","1999",77.714285714286,
"ISR","ROADACCID","DEATH","1000000HAB","A","2000",73.302591827,
"ISR","ROADACCID","DEATH","1000000HAB","A","2001",84.174561267278,
"ISR","ROADACCID","DEATH","1000000HAB","A","2002",79.908675799087,
"ISR","ROADACCID","DEATH","1000000HAB","A","2003",66.520172802966,
"ISR","ROADACCID","DEATH","1000000HAB","A","2004",68.585695403143,
"ISR","ROADACCID","DEATH","1000000HAB","A","2005",63.05825312766,
"ISR","ROADACCID","DEATH","1000000HAB","A","2006",57.416674936558,
"ISR","ROADACCID","DEATH","1000000HAB","A","2007",53.202601635075,
"ISR","ROADACCID","DEATH","1000000HAB","A","2008",56.370402802102,
"ISR","ROADACCID","DEATH","1000000HAB","A","2009",41.947205300844,
"ISR","ROADACCID","DEATH","1000000HAB","A","2010",46.17241198384,
"ISR","ROADACCID","DEATH","1000000HAB","A","2011",43.91047928095,
"ISR","ROADACCID","DEATH","1000000HAB","A","2012",33.246950255989,
"ISR","ROADACCID","DEATH","1000000HAB","A","2013",34.369377752962,
"ARG","ROADACCID","DEATH","1000000HAB","A","2008",142.61167163736,
"ARG","ROADACCID","DEATH","1000000HAB","A","2009",127.91852587465,
"ARG","ROADACCID","DEATH","1000000HAB","A","2010",123.56912759978,
"ARG","ROADACCID","DEATH","1000000HAB","A","2011",120.98842066397,
"ARG","ROADACCID","DEATH","1000000HAB","A","2012",120.5319015328,
"ARG","ROADACCID","DEATH","1000000HAB","A","2013",122.44967521687,
